,tdate,code,score
45,2019-01-02,A217780,0.8080808080808081
46,2019-01-02,A217790,-0.1333333333333333
47,2019-01-02,A225030,-1.8333333333333333
48,2019-01-02,A225040,2.5060240963855422
49,2019-01-02,A225050,1.3504273504273505
50,2019-01-02,A225060,1.547663551401869
51,2019-01-02,A227540,-0.12903225806451613
52,2019-01-02,A227550,-0.25
53,2019-01-02,A227560,-0.2631578947368421
54,2019-01-02,A227570,0.1111111111111111
55,2019-01-02,A228790,1.0666666666666664
56,2019-01-02,A228800,0.05714285714285715
57,2019-01-02,A228810,0.2333333333333333
58,2019-01-02,A228820,0.19178082191780824
59,2019-01-02,A232080,0.9025641025641022
60,2019-01-02,A233160,0.6800000000000002
61,2019-01-02,A236350,0.3835616438356165
62,2019-01-02,A237440,0.15384615384615383
63,2019-01-02,A241180,3.58
64,2019-01-02,A243880,-0.5918367346938777
65,2019-01-02,A243890,-0.21818181818181817
66,2019-01-02,A245340,2.1875
67,2019-01-02,A245350,-0.1111111111111111
68,2019-01-02,A245360,-0.3650793650793651
69,2019-01-02,A248260,0.9465648854961831
70,2019-01-02,A248270,0.3917525773195876
71,2019-01-02,A250780,-0.4210526315789474
72,2019-01-02,A252000,-0.48780487804878053
73,2019-01-02,A252710,1.0740740740740742
74,2019-01-02,A261060,-0.05882352941176471
75,2019-01-02,A261070,-0.288659793814433
76,2019-01-02,A261110,0.6363636363636365
77,2019-01-02,A261120,-0.7000000000000001
78,2019-01-02,A261140,0.0
79,2019-01-02,A267770,-0.607142857142857
80,2019-01-02,A269370,0.7735849056603774
81,2019-01-02,A272580,1.0
82,2019-01-02,A275980,0.9431818181818183
83,2019-01-02,A276000,-0.24050632911392408
84,2019-01-02,A277630,0.8148148148148149
85,2019-01-02,A277640,0.03225806451612901
86,2019-01-02,A277650,0.8857142857142857
87,2019-01-02,A289250,-0.35135135135135137
88,2019-01-02,A289260,-0.35000000000000003
89,2019-01-02,A289480,-0.30769230769230765
90,2019-01-02,A292150,-10.4
91,2019-01-02,A292160,0.4262295081967213
92,2019-01-02,A292560,0.12121212121212122
93,2019-01-02,A300610,-0.19999999999999996
94,2019-01-02,A302170,-0.19999999999999998
95,2019-01-02,A302180,0.0
96,2019-01-02,A302190,-0.4444444444444444
97,2019-01-02,A305080,1.0
98,2019-01-02,A305540,0.0
99,2019-01-02,A307510,-1.5294117647058825
100,2019-01-02,A307520,-0.36585365853658547
101,2019-01-02,A310960,-0.6666666666666666
102,2019-01-02,A310970,1.8039215686274508
103,2019-01-03,A091220,-0.0975609756097561
104,2019-01-03,A091230,-0.05
105,2019-01-03,A098560,-1.075
106,2019-01-03,A102110,0.1739130434782609
107,2019-01-03,A105010,0.03773584905660375
108,2019-01-03,A114820,-1.0000000000000002
109,2019-01-03,A117690,0.4024390243902438
110,2019-01-03,A123310,-0.2631578947368421
111,2019-01-03,A123320,0.32142857142857145
112,2019-01-03,A130680,1.9893617021276593
113,2019-01-03,A133690,5.9
114,2019-01-03,A137610,-0.5342465753424658
115,2019-01-03,A138520,-0.21621621621621623
116,2019-01-03,A138530,0.0
117,2019-01-03,A138540,-1.2051282051282053
118,2019-01-03,A139220,-0.5135135135135135
119,2019-01-03,A139230,-0.25641025641025644
120,2019-01-03,A139240,-0.30952380952380953
121,2019-01-03,A139250,-0.20588235294117652
122,2019-01-03,A139260,1.0
123,2019-01-03,A139270,-0.16216216216216217
124,2019-01-03,A139280,-0.2
125,2019-01-03,A139290,-0.4146341463414634
126,2019-01-03,A139310,-0.35185185185185186
127,2019-01-03,A139320,-0.9508196721311477
128,2019-01-03,A143850,5.342857142857143
129,2019-01-03,A143860,-0.5121951219512196
130,2019-01-03,A147970,-0.034482758620689655
131,2019-01-03,A150460,-0.32142857142857145
132,2019-01-03,A157450,-1.0
133,2019-01-03,A157490,-0.23529411764705882
134,2019-01-03,A157500,0.657142857142857
135,2019-01-03,A160580,-0.054545454545454536
136,2019-01-03,A166400,-1.689655172413793
137,2019-01-03,A174350,-0.23529411764705882
138,2019-01-03,A182480,-0.823529411764706
139,2019-01-03,A182490,0.5037037037037037
140,2019-01-03,A192090,0.4558139534883721
141,2019-01-03,A195920,8.151515151515154
142,2019-01-03,A195930,2.2113821138211383
143,2019-01-03,A203780,1.2924528301886793
144,2019-01-03,A204480,0.3057324840764331
145,2019-01-03,A210780,-0.368421052631579
146,2019-01-03,A211560,-0.43750000000000006
147,2019-01-03,A217770,-1.7378640776699026
148,2019-01-03,A217780,0.09090909090909088
149,2019-01-03,A217790,-0.1333333333333333
150,2019-01-03,A225030,-3.518518518518518
151,2019-01-03,A225040,4.385542168674699
152,2019-01-03,A225050,2.341880341880342
153,2019-01-03,A225060,1.555140186915888
154,2019-01-03,A227540,-0.4516129032258065
155,2019-01-03,A227550,-0.10000000000000002
156,2019-01-03,A227560,0.23684210526315788
157,2019-01-03,A227570,-0.4444444444444445
158,2019-01-03,A228790,-0.36666666666666664
159,2019-01-03,A228800,-1.5142857142857142
160,2019-01-03,A228810,0.03333333333333331
161,2019-01-03,A228820,0.2465753424657534
162,2019-01-03,A232080,0.30769230769230754
163,2019-01-03,A233160,-0.18000000000000002
164,2019-01-03,A236350,0.678082191780822
165,2019-01-03,A237440,-0.5384615384615385
166,2019-01-03,A241180,6.26
167,2019-01-03,A243880,0.08163265306122446
168,2019-01-03,A243890,0.018181818181818195
169,2019-01-03,A245340,3.3125000000000004
170,2019-01-03,A245350,-0.18518518518518512
171,2019-01-03,A245360,0.8571428571428572
172,2019-01-03,A248260,0.13740458015267173
173,2019-01-03,A248270,1.5051546391752577
174,2019-01-03,A250780,0.07017543859649125
175,2019-01-03,A252000,-0.8780487804878049
176,2019-01-03,A252710,0.2222222222222222
177,2019-01-03,A261060,-0.411764705882353
178,2019-01-03,A261070,-0.44329896907216493
179,2019-01-03,A261110,0.6818181818181819
180,2019-01-03,A261120,-0.65
181,2019-01-03,A261140,1.0263157894736843
182,2019-01-03,A267770,0.5714285714285714
183,2019-01-03,A269370,2.509433962264151
184,2019-01-03,A272580,-1.0
185,2019-01-03,A275980,2.0000000000000004
186,2019-01-03,A276000,0.9999999999999999
187,2019-01-03,A277630,-0.5185185185185185
188,2019-01-03,A277640,0.06451612903225806
189,2019-01-03,A277650,-2.2285714285714286
190,2019-01-03,A289250,-0.32432432432432434
191,2019-01-03,A289260,-0.6
192,2019-01-03,A289480,0.05128205128205133
193,2019-01-03,A292150,-0.33333333333333337
194,2019-01-03,A292160,-0.6885245901639343
195,2019-01-03,A292560,-1.3333333333333333
196,2019-01-03,A300610,-0.3499999999999999
197,2019-01-03,A302170,1.2
198,2019-01-03,A302180,1.6363636363636365
199,2019-01-03,A302190,-1.1111111111111112
200,2019-01-03,A305080,-0.21052631578947364
201,2019-01-03,A305540,0.5882352941176471
202,2019-01-03,A307510,-0.5647058823529413
203,2019-01-03,A307520,-0.3902439024390244
204,2019-01-03,A310960,-0.055555555555555455
205,2019-01-03,A310970,1.2941176470588234
206,2019-01-04,A091220,-0.21951219512195122
207,2019-01-04,A091230,-0.12500000000000003
208,2019-01-04,A098560,0.625
209,2019-01-04,A102110,0.04347826086956525
210,2019-01-04,A105010,-0.10377358490566035
211,2019-01-04,A114820,0.33333333333333337
212,2019-01-04,A117690,0.3658536585365854
213,2019-01-04,A123310,-0.5789473684210527
214,2019-01-04,A123320,0.24999999999999994
215,2019-01-04,A130680,-0.2872340425531915
216,2019-01-04,A133690,-1.9800000000000002
217,2019-01-04,A137610,-0.8767123287671234
218,2019-01-04,A138520,0.7837837837837839
219,2019-01-04,A138530,1.6060606060606057
220,2019-01-04,A138540,-0.10256410256410256
221,2019-01-04,A139220,-0.5675675675675675
222,2019-01-04,A139230,-0.25641025641025644
223,2019-01-04,A139240,-0.8333333333333333
224,2019-01-04,A139250,-0.11764705882352942
225,2019-01-04,A139260,0.75
226,2019-01-04,A139270,0.7027027027027027
227,2019-01-04,A139280,-0.32
228,2019-01-04,A139290,-0.36585365853658536
229,2019-01-04,A139310,1.8333333333333333
230,2019-01-04,A139320,0.459016393442623
231,2019-01-04,A143850,-2.1999999999999997
232,2019-01-04,A143860,-0.4634146341463415
233,2019-01-04,A147970,0.0
234,2019-01-04,A150460,0.07142857142857138
235,2019-01-04,A157450,0.0
236,2019-01-04,A157490,0.29411764705882354
237,2019-01-04,A157500,-0.028571428571428553
238,2019-01-04,A160580,-0.8818181818181817
239,2019-01-04,A166400,-0.41379310344827586
240,2019-01-04,A174350,-0.7647058823529411
241,2019-01-04,A182480,-0.5294117647058824
242,2019-01-04,A182490,0.47407407407407404
243,2019-01-04,A192090,0.6232558139534883
244,2019-01-04,A195920,0.15151515151515152
245,2019-01-04,A195930,-1.040650406504065
246,2019-01-04,A203780,-0.4056603773584905
247,2019-01-04,A204480,0.681528662420382
248,2019-01-04,A210780,-0.2631578947368421
249,2019-01-04,A211560,-0.25
250,2019-01-04,A217770,0.8932038834951457
251,2019-01-04,A217780,0.01010101010101011
252,2019-01-04,A217790,-0.4666666666666666
253,2019-01-04,A225030,0.7962962962962963
254,2019-01-04,A225040,-1.686746987951807
255,2019-01-04,A225050,-0.9487179487179489
256,2019-01-04,A225060,-0.2691588785046729
257,2019-01-04,A227540,0.7096774193548387
258,2019-01-04,A227550,-0.3
259,2019-01-04,A227560,0.6052631578947368
260,2019-01-04,A227570,-0.4444444444444445
261,2019-01-04,A228790,0.5333333333333332
262,2019-01-04,A228800,0.22857142857142856
263,2019-01-04,A228810,0.0
264,2019-01-04,A228820,1.5616438356164382
265,2019-01-04,A232080,-0.3282051282051282
266,2019-01-04,A233160,0.6000000000000001
267,2019-01-04,A236350,-0.678082191780822
268,2019-01-04,A237440,-0.30769230769230776
269,2019-01-04,A241180,-0.04000000000000001
270,2019-01-04,A243880,-0.7142857142857143
271,2019-01-04,A243890,0.6
272,2019-01-04,A245340,-0.6458333333333334
273,2019-01-04,A245350,-0.537037037037037
274,2019-01-04,A245360,0.6190476190476191
275,2019-01-04,A248260,-0.6870229007633587
276,2019-01-04,A248270,-1.0721649484536082
277,2019-01-04,A250780,-0.456140350877193
278,2019-01-04,A252000,-0.9024390243902439
279,2019-01-04,A252710,0.14814814814814817
280,2019-01-04,A261060,0.4411764705882352
281,2019-01-04,A261070,-0.03092783505154642
282,2019-01-04,A261110,1.3636363636363635
283,2019-01-04,A261120,-0.7999999999999999
284,2019-01-04,A261140,1.131578947368421
285,2019-01-04,A267770,0.5714285714285714
286,2019-01-04,A269370,-0.45283018867924524
287,2019-01-04,A272580,0.0
288,2019-01-04,A275980,0.4204545454545455
289,2019-01-04,A276000,-0.7848101265822784
290,2019-01-04,A277630,0.037037037037037014
291,2019-01-04,A277640,2.806451612903225
292,2019-01-04,A277650,0.4
293,2019-01-04,A289250,0.5675675675675677
294,2019-01-04,A289260,0.425
295,2019-01-04,A289480,-0.05128205128205125
296,2019-01-04,A292150,2.6666666666666665
297,2019-01-04,A292160,0.4918032786885246
298,2019-01-04,A292560,-0.48484848484848486
299,2019-01-04,A300610,0.5
300,2019-01-04,A302170,-1.5999999999999999
301,2019-01-04,A302180,-1.2727272727272725
302,2019-01-04,A302190,-0.33333333333333337
303,2019-01-04,A305080,2.0526315789473686
304,2019-01-04,A305540,1.4705882352941173
305,2019-01-04,A307510,-0.5647058823529413
306,2019-01-04,A307520,0.5121951219512195
307,2019-01-04,A310960,-0.11111111111111106
308,2019-01-04,A310970,1.4117647058823528
309,2019-01-07,A091220,-0.21951219512195122
310,2019-01-07,A091230,0.7500000000000002
311,2019-01-07,A098560,0.5
312,2019-01-07,A102110,-0.1739130434782609
313,2019-01-07,A105010,0.9905660377358491
314,2019-01-07,A114820,-0.5
315,2019-01-07,A117690,-0.28048780487804875
316,2019-01-07,A123310,-0.21052631578947367
317,2019-01-07,A123320,1.0
318,2019-01-07,A130680,-1.3297872340425532
319,2019-01-07,A133690,-0.62
320,2019-01-07,A137610,-0.2602739726027397
321,2019-01-07,A138520,0.8648648648648647
322,2019-01-07,A138530,1.6969696969696968
323,2019-01-07,A138540,-0.3076923076923077
324,2019-01-07,A139220,0.7027027027027027
325,2019-01-07,A139230,0.20512820512820512
326,2019-01-07,A139240,-0.4523809523809524
327,2019-01-07,A139250,0.47058823529411764
328,2019-01-07,A139260,-0.21875000000000003
329,2019-01-07,A139270,-0.27027027027027023
330,2019-01-07,A139280,-0.32
331,2019-01-07,A139290,-0.09756097560975609
332,2019-01-07,A139310,-1.703703703703704
333,2019-01-07,A139320,-0.3934426229508197
334,2019-01-07,A143850,-0.7714285714285716
335,2019-01-07,A143860,0.46341463414634143
336,2019-01-07,A147970,-0.06896551724137931
337,2019-01-07,A150460,0.7857142857142856
338,2019-01-07,A157450,0.0
339,2019-01-07,A157490,0.49999999999999994
340,2019-01-07,A157500,0.7142857142857142
341,2019-01-07,A160580,-0.23636363636363636
342,2019-01-07,A166400,-0.5862068965517241
343,2019-01-07,A174350,-0.23529411764705882
344,2019-01-07,A182480,-0.7941176470588235
345,2019-01-07,A182490,-0.47407407407407404
346,2019-01-07,A192090,-0.29767441860465116
347,2019-01-07,A195920,0.3636363636363637
348,2019-01-07,A195930,0.0975609756097561
349,2019-01-07,A203780,0.9339622641509433
350,2019-01-07,A204480,-0.3821656050955413
351,2019-01-07,A210780,-0.5263157894736842
352,2019-01-07,A211560,-0.3125
353,2019-01-07,A217770,1.6019417475728157
354,2019-01-07,A217780,1.3737373737373737
355,2019-01-07,A217790,-0.19999999999999996
356,2019-01-07,A225030,-0.16666666666666666
357,2019-01-07,A225040,0.5421686746987951
358,2019-01-07,A225050,-0.7692307692307693
359,2019-01-07,A225060,-1.114018691588785
360,2019-01-07,A227540,0.5483870967741935
361,2019-01-07,A227550,-0.45
362,2019-01-07,A227560,-0.3157894736842105
363,2019-01-07,A227570,-0.33333333333333337
364,2019-01-07,A228790,0.4999999999999999
365,2019-01-07,A228800,0.8
366,2019-01-07,A228810,0.7999999999999998
367,2019-01-07,A228820,-0.32876712328767127
368,2019-01-07,A232080,-0.22564102564102562
369,2019-01-07,A233160,0.56
370,2019-01-07,A236350,-0.7739726027397261
371,2019-01-07,A237440,-0.7692307692307693
372,2019-01-07,A241180,0.28
373,2019-01-07,A243880,0.9795918367346939
374,2019-01-07,A243890,0.7272727272727273
375,2019-01-07,A245340,-1.0833333333333335
376,2019-01-07,A245350,-0.18518518518518512
377,2019-01-07,A245360,-0.14285714285714285
378,2019-01-07,A248260,0.7175572519083969
379,2019-01-07,A248270,-1.3402061855670104
380,2019-01-07,A250780,-1.1578947368421053
381,2019-01-07,A252000,-0.02439024390243898
382,2019-01-07,A252710,-1.111111111111111
383,2019-01-07,A261060,0.7647058823529411
384,2019-01-07,A261070,-0.44329896907216493
385,2019-01-07,A261110,-0.8181818181818181
386,2019-01-07,A261120,1.6999999999999997
387,2019-01-07,A261140,1.131578947368421
388,2019-01-07,A267770,1.3214285714285714
389,2019-01-07,A269370,-0.8679245283018867
390,2019-01-07,A272580,0.0
391,2019-01-07,A275980,-0.5340909090909092
392,2019-01-07,A276000,-0.7594936708860759
393,2019-01-07,A277630,-0.5185185185185185
394,2019-01-07,A277640,0.06451612903225806
395,2019-01-07,A277650,0.2571428571428572
396,2019-01-07,A289250,0.6756756756756757
397,2019-01-07,A289260,-0.3
398,2019-01-07,A289480,-0.30769230769230765
399,2019-01-07,A292150,-3.933333333333333
400,2019-01-07,A292160,0.06557377049180332
401,2019-01-07,A292560,-0.8787878787878787
402,2019-01-07,A300610,0.65
403,2019-01-07,A302170,0.0
404,2019-01-07,A302180,0.0909090909090909
405,2019-01-07,A302190,-0.5555555555555556
406,2019-01-07,A305080,0.0
407,2019-01-07,A305540,0.411764705882353
408,2019-01-07,A307510,1.4117647058823533
409,2019-01-07,A307520,-0.34146341463414637
410,2019-01-07,A310960,-0.4444444444444444
411,2019-01-07,A310970,1.2941176470588234
412,2019-01-08,A091220,-0.24390243902439027
413,2019-01-08,A091230,0.15000000000000002
414,2019-01-08,A098560,-0.125
415,2019-01-08,A102110,-0.04347826086956525
416,2019-01-08,A105010,1.4150943396226414
417,2019-01-08,A114820,0.16666666666666669
418,2019-01-08,A117690,0.15853658536585366
419,2019-01-08,A123310,-0.21052631578947367
420,2019-01-08,A123320,0.6785714285714285
421,2019-01-08,A130680,0.05319148936170213
422,2019-01-08,A133690,-0.48
423,2019-01-08,A137610,0.28767123287671237
424,2019-01-08,A138520,-1.5405405405405403
425,2019-01-08,A138530,-0.48484848484848486
426,2019-01-08,A138540,0.9230769230769231
427,2019-01-08,A139220,-0.32432432432432434
428,2019-01-08,A139230,-0.28205128205128205
429,2019-01-08,A139240,-0.1904761904761905
430,2019-01-08,A139250,-0.058823529411764726
431,2019-01-08,A139260,0.5312499999999999
432,2019-01-08,A139270,-0.13513513513513511
433,2019-01-08,A139280,-0.16
434,2019-01-08,A139290,-1.170731707317073
435,2019-01-08,A139310,-0.20370370370370366
436,2019-01-08,A139320,0.6065573770491803
437,2019-01-08,A143850,-0.4000000000000001
438,2019-01-08,A143860,0.4390243902439025
439,2019-01-08,A147970,-0.17241379310344826
440,2019-01-08,A150460,-0.9285714285714285
441,2019-01-08,A157450,0.0
442,2019-01-08,A157490,-0.14705882352941177
443,2019-01-08,A157500,0.6285714285714286
444,2019-01-08,A160580,0.045454545454545456
445,2019-01-08,A166400,-1.8275862068965516
446,2019-01-08,A174350,-0.29411764705882354
447,2019-01-08,A182480,1.088235294117647
448,2019-01-08,A182490,0.9777777777777776
449,2019-01-08,A192090,0.0372093023255814
450,2019-01-08,A195920,-0.24242424242424246
451,2019-01-08,A195930,0.21138211382113822
452,2019-01-08,A203780,1.3490566037735847
453,2019-01-08,A204480,0.3439490445859873
454,2019-01-08,A210780,-0.368421052631579
455,2019-01-08,A211560,-1.3125
456,2019-01-08,A217770,0.3398058252427184
457,2019-01-08,A217780,0.7474747474747475
458,2019-01-08,A217790,-0.7999999999999999
459,2019-01-08,A225030,-0.1111111111111111
460,2019-01-08,A225040,0.20481927710843373
461,2019-01-08,A225050,-0.6752136752136753
462,2019-01-08,A225060,0.4261682242990654
463,2019-01-08,A227540,-0.25806451612903225
464,2019-01-08,A227550,-0.37500000000000006
465,2019-01-08,A227560,-0.6052631578947368
466,2019-01-08,A227570,-0.6666666666666666
467,2019-01-08,A228790,0.6999999999999998
468,2019-01-08,A228800,-0.1714285714285714
469,2019-01-08,A228810,-0.4333333333333333
470,2019-01-08,A228820,-1.2602739726027399
471,2019-01-08,A232080,0.49230769230769217
472,2019-01-08,A233160,0.54
473,2019-01-08,A236350,-0.07534246575342465
474,2019-01-08,A237440,0.0
475,2019-01-08,A241180,-0.48
476,2019-01-08,A243880,0.12244897959183673
477,2019-01-08,A243890,-0.054545454545454536
478,2019-01-08,A245340,-0.14583333333333331
479,2019-01-08,A245350,0.5925925925925926
480,2019-01-08,A245360,-0.0634920634920635
481,2019-01-08,A248260,0.4885496183206106
482,2019-01-08,A248270,-1.154639175257732
483,2019-01-08,A250780,-0.5263157894736842
484,2019-01-08,A252000,-0.9024390243902439
485,2019-01-08,A252710,-0.18518518518518515
486,2019-01-08,A261060,-0.38235294117647056
487,2019-01-08,A261070,-0.4226804123711341
488,2019-01-08,A261110,0.7272727272727272
489,2019-01-08,A261120,0.0
490,2019-01-08,A261140,0.23684210526315788
491,2019-01-08,A267770,1.0
492,2019-01-08,A269370,-0.6792452830188679
493,2019-01-08,A272580,0.0
494,2019-01-08,A275980,0.6250000000000001
495,2019-01-08,A276000,-0.3670886075949367
496,2019-01-08,A277630,-0.6296296296296295
497,2019-01-08,A277640,-1.258064516129032
498,2019-01-08,A277650,0.4
499,2019-01-08,A289250,-1.5135135135135136
500,2019-01-08,A289260,-0.5499999999999999
501,2019-01-08,A289480,-2.6666666666666665
502,2019-01-08,A292150,-3.733333333333334
503,2019-01-08,A292160,-0.3278688524590163
504,2019-01-08,A292560,-0.3636363636363636
505,2019-01-08,A300610,0.42499999999999993
506,2019-01-08,A302170,0.7999999999999999
507,2019-01-08,A302180,-0.2727272727272727
508,2019-01-08,A302190,0.5555555555555556
509,2019-01-08,A305080,-0.10526315789473684
510,2019-01-08,A305540,-0.1764705882352941
511,2019-01-08,A307510,-0.4
512,2019-01-08,A307520,-0.36585365853658547
513,2019-01-08,A310960,-0.5555555555555556
514,2019-01-08,A310970,-0.07843137254901959
515,2019-01-09,A091220,0.0
516,2019-01-09,A091230,-0.5000000000000001
517,2019-01-09,A098560,-0.17500000000000002
518,2019-01-09,A102110,0.608695652173913
519,2019-01-09,A105010,0.6886792452830188
520,2019-01-09,A114820,0.8333333333333334
521,2019-01-09,A117690,0.0
522,2019-01-09,A123310,0.05263157894736843
523,2019-01-09,A123320,1.107142857142857
524,2019-01-09,A130680,-1.1382978723404256
525,2019-01-09,A133690,-1.1
526,2019-01-09,A137610,-0.2328767123287671
527,2019-01-09,A138520,1.7027027027027026
528,2019-01-09,A138530,-0.2727272727272727
529,2019-01-09,A138540,0.4358974358974359
530,2019-01-09,A139220,1.2162162162162162
531,2019-01-09,A139230,-0.1794871794871795
532,2019-01-09,A139240,-0.16666666666666666
533,2019-01-09,A139250,-0.058823529411764726
534,2019-01-09,A139260,0.65625
535,2019-01-09,A139270,0.5405405405405405
536,2019-01-09,A139280,-0.04000000000000001
537,2019-01-09,A139290,-0.3170731707317073
538,2019-01-09,A139310,0.3148148148148148
539,2019-01-09,A139320,0.3442622950819672
540,2019-01-09,A143850,-0.9142857142857144
541,2019-01-09,A143860,0.3902439024390244
542,2019-01-09,A147970,-0.31034482758620685
543,2019-01-09,A150460,0.46428571428571425
544,2019-01-09,A157450,1.0
545,2019-01-09,A157490,0.9705882352941176
546,2019-01-09,A157500,0.9999999999999999
547,2019-01-09,A160580,-0.6636363636363636
548,2019-01-09,A166400,0.8620689655172413
549,2019-01-09,A174350,-0.23529411764705882
550,2019-01-09,A182480,1.2058823529411764
551,2019-01-09,A182490,1.1259259259259258
552,2019-01-09,A192090,-0.8651162790697675
553,2019-01-09,A195920,0.3030303030303031
554,2019-01-09,A195930,-0.34146341463414637
555,2019-01-09,A203780,0.19811320754716982
556,2019-01-09,A204480,-1.2611464968152866
557,2019-01-09,A210780,0.15789473684210525
558,2019-01-09,A211560,-0.375
559,2019-01-09,A217770,1.6601941747572817
560,2019-01-09,A217780,1.8585858585858586
561,2019-01-09,A217790,-0.2666666666666666
562,2019-01-09,A225030,0.5925925925925926
563,2019-01-09,A225040,-1.686746987951807
564,2019-01-09,A225050,-0.5555555555555556
565,2019-01-09,A225060,-1.2261682242990657
566,2019-01-09,A227540,0.16129032258064516
567,2019-01-09,A227550,-0.95
568,2019-01-09,A227560,-0.0526315789473684
569,2019-01-09,A227570,-0.5
570,2019-01-09,A228790,0.0
571,2019-01-09,A228800,0.9142857142857143
572,2019-01-09,A228810,0.8666666666666666
573,2019-01-09,A228820,1.3150684931506849
574,2019-01-09,A232080,0.164102564102564
575,2019-01-09,A233160,0.24000000000000002
576,2019-01-09,A236350,-0.7397260273972603
577,2019-01-09,A237440,1.4615384615384615
578,2019-01-09,A241180,-0.6
579,2019-01-09,A243880,0.7959183673469388
580,2019-01-09,A243890,0.818181818181818
581,2019-01-09,A245340,-0.6041666666666666
582,2019-01-09,A245350,-0.09259259259259256
583,2019-01-09,A245360,-0.8412698412698413
584,2019-01-09,A248260,-0.47328244274809167
585,2019-01-09,A248270,-1.0309278350515465
586,2019-01-09,A250780,0.5614035087719299
587,2019-01-09,A252000,-0.8292682926829268
588,2019-01-09,A252710,0.18518518518518523
589,2019-01-09,A261060,0.5882352941176471
590,2019-01-09,A261070,-0.4020618556701031
591,2019-01-09,A261110,-0.31818181818181823
592,2019-01-09,A261120,-0.04999999999999999
593,2019-01-09,A261140,1.0789473684210527
594,2019-01-09,A267770,0.0
595,2019-01-09,A269370,-0.320754716981132
596,2019-01-09,A272580,0.0
597,2019-01-09,A275980,0.31818181818181823
598,2019-01-09,A276000,-0.35443037974683544
599,2019-01-09,A277630,0.33333333333333337
600,2019-01-09,A277640,-0.03225806451612903
601,2019-01-09,A277650,0.28571428571428564
602,2019-01-09,A289250,0.7837837837837838
603,2019-01-09,A289260,0.65
604,2019-01-09,A289480,1.5384615384615385
605,2019-01-09,A292150,0.06666666666666667
606,2019-01-09,A292160,-0.49180327868852447
607,2019-01-09,A292560,-0.1818181818181818
608,2019-01-09,A300610,-0.325
609,2019-01-09,A302170,0.3999999999999999
610,2019-01-09,A302180,-0.7272727272727273
611,2019-01-09,A302190,2.111111111111111
612,2019-01-09,A305080,-0.5263157894736842
613,2019-01-09,A305540,1.5294117647058822
614,2019-01-09,A307510,-0.3058823529411765
615,2019-01-09,A307520,0.6341463414634146
616,2019-01-09,A310960,0.7222222222222224
617,2019-01-09,A310970,0.9019607843137255
618,2019-01-10,A091220,-0.24390243902439027
619,2019-01-10,A091230,0.9750000000000001
620,2019-01-10,A098560,-0.19999999999999998
621,2019-01-10,A102110,0.608695652173913
622,2019-01-10,A105010,0.6226415094339621
623,2019-01-10,A114820,0.5
624,2019-01-10,A117690,0.048780487804878044
625,2019-01-10,A123310,0.8947368421052632
626,2019-01-10,A123320,0.03571428571428569
627,2019-01-10,A130680,1.5851063829787233
628,2019-01-10,A133690,1.66
629,2019-01-10,A137610,0.5342465753424658
630,2019-01-10,A138520,0.1891891891891892
631,2019-01-10,A138530,1.2121212121212122
632,2019-01-10,A138540,0.6923076923076924
633,2019-01-10,A139220,-0.2702702702702703
634,2019-01-10,A139230,-0.12820512820512822
635,2019-01-10,A139240,1.3571428571428574
636,2019-01-10,A139250,-0.1470588235294118
637,2019-01-10,A139260,1.03125
638,2019-01-10,A139270,-0.05405405405405403
639,2019-01-10,A139280,-0.04000000000000001
640,2019-01-10,A139290,-0.2682926829268293
